run_date,reporting_period,reporting_airport,origin_destination_country,origin_destination,airline_name,arrival_departure,scheduled_charter,number_flights_matched,actual_flights_unmatched,number_flights_cancelled,flights_more_than_15_minutes_early_percent,flights_15_minutes_early_to_1_minute_early_percent,flights_0_to_15_minutes_late_percent,flights_between_16_and_30_minutes_late_percent,flights_between_31_and_60_minutes_late_percent,flights_between_61_and_120_minutes_late_percent,flights_between_121_and_180_minutes_late_percent,flights_between_181_and_360_minutes_late_percent,flights_more_than_360_minutes_late_percent,flights_unmatched_percent,flights_cancelled_percent,average_delay_mins,previous_year_month_flights_matched,previous_year_month_early_to_15_mins_late_percent,previous_year_month_average_delay
22/07/2022 16:26,202205,ABERDEEN,NORWAY,STAVANGER,SAS,D,S,41,0,1,2.380952,38.095238,30.952381,11.904762,9.523810,0.000000,4.761905,0.000000,0.000000,0.000000,2.380952,16,19,100.000000,0
22/07/2022 16:26,202205,ABERDEEN,NORWAY,STAVANGER,WIDEROE FLYVESELSKAP A/S,A,S,39,0,4,0.000000,53.488372,27.906977,9.302326,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.302326,4,11,100.000000,1
22/07/2022 16:26,202205,ABERDEEN,NORWAY,STAVANGER,WIDEROE FLYVESELSKAP A/S,D,S,39,0,4,0.000000,27.906977,46.511628,13.953488,2.325581,0.000000,0.000000,0.000000,0.000000,0.000000,9.302326,7,11,100.000000,1
22/07/2022 16:26,202205,ABERDEEN,PORTUGAL(EXCLUDING MADEIRA),FARO,RYANAIR,A,S,9,0,0,11.111111,66.666667,22.222222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2,0,0.000000,
22/07/2022 16:26,202205,ABERDEEN,PORTUGAL(EXCLUDING MADEIRA),FARO,RYANAIR,D,S,9,0,0,0.000000,11.111111,33.333333,22.222222,33.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20,0,0.000000,
22/07/2022 16:26,202205,ABERDEEN,SPAIN,ALICANTE,RYANAIR,A,S,9,0,0,11.111111,44.444444,33.333333,0.000000,11.111111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6,0,0.000000,
22/07/2022 16:26,202205,ABERDEEN,SPAIN,ALICANTE,RYANAIR,D,S,9,0,0,0.000000,22.222222,33.333333,22.222222,22.222222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,0,0.000000,
22/07/2022 16:26,202205,ABERDEEN,SPAIN,MALAGA,RYANAIR,A,S,9,0,0,11.111111,33.333333,44.444444,11.111111,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4,0,0.000000,
22/07/2022 16:26,202205,ABERDEEN,SPAIN,MALAGA,RYANAIR,D,S,9,0,0,0.000000,11.111111,55.555556,0.000000,33.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20,0,0.000000,
22/07/2022 16:26,202205,ABERDEEN,SPAIN,PALMA DE MALLORCA,TUI AIRWAYS LTD,A,C,9,0,0,0.000000,11.111111,0.000000,0.000000,44.444444,33.333333,11.111111,0.000000,0.000000,0.000000,0.000000,66,0,0.000000,
22/07/2022 16:26,202205,ABERDEEN,SPAIN,PALMA DE MALLORCA,TUI AIRWAYS LTD,D,C,13,0,0,0.000000,0.000000,46.153846,30.769231,15.384615,0.000000,0.000000,7.692308,0.000000,0.000000,0.000000,32,0,0.000000,
22/07/2022 16:26,202205,ABERDEEN,SPAIN,REUS,TUI AIRWAYS LTD,A,C,4,0,0,0.000000,25.000000,50.000000,0.000000,0.000000,0.000000,0.000000,25.000000,0.000000,0.000000,0.000000,81,0,0.000000,
22/07/2022 16:26,202205,ABERDEEN,SPAIN,REUS,TUI AIRWAYS LTD,D,C,5,0,0,0.000000,40.000000,40.000000,0.000000,0.000000,0.000000,0.000000,20.000000,0.000000,0.000000,0.000000,66,0,0.000000,
22/07/2022 16:26,202205,ABERDEEN,SPAIN(CANARY ISLANDS),TENERIFE (SURREINA SOFIA),TUI AIRWAYS LTD,A,C,5,0,0,0.000000,0.000000,0.000000,40.000000,20.000000,20.000000,20.000000,0.000000,0.000000,0.000000,0.000000,57,0,0.000000,
22/07/2022 16:26,202205,ABERDEEN,SPAIN(CANARY ISLANDS),TENERIFE (SURREINA SOFIA),TUI AIRWAYS LTD,D,C,4,0,0,0.000000,0.000000,0.000000,75.000000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28,0,0.000000,
22/07/2022 16:26,202205,ABERDEEN,SWEDEN,RONNEBY,LOGANAIR LTD,D,C,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1,100.000000,0
22/07/2022 16:26,202205,ABERDEEN,TURKEY,DALAMAN,TUI AIRWAYS LTD,A,C,6,0,0,0.000000,0.000000,33.333333,0.000000,16.666667,33.333333,16.666667,0.000000,0.000000,0.000000,0.000000,54,0,0.000000,
22/07/2022 16:26,202205,ABERDEEN,TURKEY,DALAMAN,TUI AIRWAYS LTD,D,C,9,0,0,0.000000,11.111111,44.444444,22.222222,0.000000,11.111111,0.000000,11.111111,0.000000,0.000000,0.000000,48,0,0.000000,
22/07/2022 16:26,202205,BELFAST CITY (GEORGE BEST),CANADA,MONTREAL (DORVAL),LONDON EXECUTIVE AVIATION LTD,A,C,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1,0.000000,43
22/07/2022 16:26,202205,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,ABERDEEN,LOGANAIR LTD,A,S,25,0,0,4.000000,32.000000,28.000000,8.000000,12.000000,12.000000,4.000000,0.000000,0.000000,0.000000,0.000000,25,11,63.636364,11
22/07/2022 16:26,202205,BELFAST CITY (GEORGE BEST),UNITED KINGDOM,ABERDEEN,LOGANAIR LTD,D,S,25,0,0,0.000000,40.000000,24.000000,16.000000,4.000000,12.000000,4.000000,0.000000,0.000000,0.000000,0.000000,23,10,70.000000,11
